Unnamed: 0,SizeRank,RegionName,StateName,State,City,Metro,CountyName,Percent Change,ZHVF 1-Year Forecast (%),Mean Income,luxury_business_count
0,1,77494,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1.3319503992400914,2.8,77902.36363636363,0
1,3,77449,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Harris County,-0.5904184632436943,2.9,55577.0,0
2,5,77084,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1.7204567826762311,2.8,61070.454545454544,0
3,6,79936,TX,TX,El Paso,"El Paso, TX",El Paso County,5.5153339351284565,3.5,48117.545454545456,0
4,7,11385,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2.503067909806428,0.5,56380.27272727273,0
5,8,78660,TX,TX,Pflugerville,"Austin-Round Rock-Georgetown, TX",Travis County,0.4604924032421122,1.9,62969.454545454544,0
6,9,11208,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,9.75746895156803,1.0,33400.63636363636,0
8,11,77433,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.004643330103725,2.7,74136.18181818182,0
9,12,60629,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,7.548484818713429,2.4,33958.36363636364,0
10,13,90650,CA,CA,Norwalk,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,11.622926811232222,2.8,49331.72727272727,0
11,15,37013,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,-1.8993700676622305,3.8,48830.181818181816,2
13,17,10467,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,6.786889400566485,1.2,35445.454545454544,0
14,18,11373,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,7.481933085974102,-0.4,48158.09090909091,0
15,19,11226,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2.912856456069416,0.0,49072.81818181818,0
16,20,11207,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,5.467135616631173,1.2,34226.90909090909,0
17,21,30044,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,0.609049823653546,5.8,50987.72727272727,0
18,22,90044,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,8.030802858467604,2.3,28074.272727272728,0
19,23,92336,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,9.790610836294976,5.0,81284.45454545454,0
20,24,94565,CA,CA,Pittsburg,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,4.772530983288555,0.5,56854.81818181818,0
21,25,77573,TX,TX,League City,"Houston-The Woodlands-Sugar Land, TX",Galveston County,3.776065122167189,2.6,73122.54545454546,0
24,28,90250,CA,CA,Hawthorne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3.007732982389003,2.3,50364.0,0
25,29,10025,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,3.361394451467405,-0.1,91156.45454545454,0
26,30,75052,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Dallas County,-2.2155901942564875,3.8,58780.181818181816,0
27,31,90805,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6.592815801253024,2.7,45547.90909090909,0
28,32,11214,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,11.318504348781584,0.2,47590.27272727273,0
29,33,60618,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,8.165734079603924,1.7,68892.09090909091,0
33,37,91342,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4.258616423354526,3.1,53154.09090909091,0
34,38,92683,CA,CA,Westminster,"Los Angeles-Long Beach-Anaheim, CA",Orange County,0.5746280862765804,3.5,53113.27272727273,0
35,39,10314,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,15.405884810219158,0.9,53978.63636363636,0
36,40,11220,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,5.165321381508427,0.1,49615.36363636364,0
37,41,60639,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,6.066342465494614,2.4,34376.454545454544,0
38,42,78245,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,-3.7044439517372783,2.9,53311.27272727273,0
40,44,92503,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,1.165025171423585,5.1,48373.0,0
42,47,11206,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,3.8521334034411354,1.9,57302.63636363636,0
43,48,11221,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2.3687076937206344,0.2,54561.0,0
44,49,10456,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,13.671398924512376,0.2,27231.090909090908,0
45,50,92345,CA,CA,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,3.490714114696943,5.0,37421.81818181818,0
46,51,77479,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,5.195695785699154,2.5,83234.27272727272,0
47,52,91911,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,3.095958223884656,4.1,42429.454545454544,0
48,53,30043,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,0.4773744871420184,5.5,57324.36363636364,0
49,54,11223,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,5.312509800190025,0.3,38355.36363636364,0
51,56,78613,TX,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County,-3.592288430687835,2.0,68357.72727272728,0
52,57,11230,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,4.8230308617398,0.1,42926.09090909091,0
53,58,60647,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,7.560516358397079,1.5,75108.36363636363,0
56,61,92154,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.367336241038236,4.1,47187.09090909091,0
57,62,77429,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,-1.91388121989179,2.7,78822.27272727272,0
58,63,10458,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,9.84255209867055,2.2,33673.72727272727,0
59,64,92376,CA,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,4.34296956977956,4.9,38756.63636363636,0
61,66,11377,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,6.282953436931751,0.4,54931.63636363636,0
62,67,79938,TX,TX,El Paso,"El Paso, TX",El Paso County,5.177189636936993,2.9,48679.09090909091,0
63,68,92804,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6.55914523478966,3.6,50313.81818181818,0
65,70,93722,CA,CA,Fresno,"Fresno, CA",Fresno County,5.280139267966255,3.6,54326.72727272727,0
66,71,94112,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,6.113253290141065,-0.3,80924.0,0
67,72,99301,WA,WA,Pasco,"Kennewick-Richland, WA",Franklin County,7.305523072929436,4.5,46589.545454545456,0
68,73,11235,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,7.231900782898934,0.2,41442.09090909091,0
69,74,60632,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,5.698356880141616,2.8,35220.545454545456,0
70,75,77584,TX,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,-0.5907953271260066,2.7,67994.81818181818,0
71,76,11229,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,10.772769573860256,0.4,45526.09090909091,0
72,77,95823,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,-3.3233125119872207,2.4,39926.63636363636,0
73,78,78130,TX,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County,-2.1028540224473606,2.9,48941.36363636364,0
74,79,60617,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,3.497366100239472,2.8,37161.09090909091,0
75,80,22193,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,8.157866240683513,1.8,71644.72727272728,0
76,81,11233,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,4.080300912056964,0.3,44850.27272727273,0
77,82,75217,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,5.132039680717531,4.5,30406.454545454544,0
78,84,10453,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,35.044875863573424,1.4,28110.636363636364,0
79,85,27587,NC,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,0.0311469448696672,4.6,59926.454545454544,0
80,87,73099,OK,OK,Yukon,"Oklahoma City, OK",Canadian County,2.607658612998445,3.7,54867.181818181816,0
81,88,77379,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,3.180016488405508,2.6,71964.72727272728,0
82,90,96706,HI,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County,1.5283458374445718,1.0,72178.09090909091,0
84,92,37042,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,-0.93414105496549,5.9,42106.545454545456,0
85,93,85142,AZ,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,4.427145781003912,5.3,62115.27272727273,0
86,94,30024,GA,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,1.2038252248833985,5.7,73348.54545454546,0
87,95,10468,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,16.450341970694172,1.2,35430.818181818184,0
88,96,79928,TX,TX,Horizon City,"El Paso, TX",El Paso County,5.571533372295874,3.1,46150.545454545456,0
89,97,95035,CA,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,0.0676378229113353,1.5,91253.72727272728,0
90,99,60608,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,7.020102789741226,2.1,46401.181818181816,0
91,100,11355,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,6.053734412442797,0.4,44660.90909090909,0
92,101,92509,CA,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,2.513181101687351,5.1,49169.81818181818,0
93,102,78666,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,0.5181611393426848,1.6,34190.63636363636,0
94,103,11203,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,-0.7559622036747918,0.6,39449.545454545456,0
96,105,93550,CA,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,8.863241035493381,2.9,39836.63636363636,0
97,106,60625,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,8.474682754494966,2.2,62251.181818181816,0
98,107,10457,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,10.668314041450287,0.8,29023.454545454544,0
99,108,66062,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,6.395501441147736,3.6,63247.81818181818,0
100,109,92592,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,1.8926107750769017,5.2,73529.90909090909,0
101,110,60623,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,7.7301929443855455,3.1,30484.272727272728,0
102,111,95630,CA,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County,-2.6669417569734346,1.9,74456.72727272728,0
104,113,28269,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,4.240790866584819,5.4,52315.63636363636,0
105,114,92880,CA,CA,Eastvale,"Riverside-San Bernardino-Ontario, CA",Riverside County,-2.7391811012395317,5.0,74406.18181818182,0
106,115,94544,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.361054388707472,0.8,59368.72727272727,0
107,116,90706,CA,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5.105987352885306,2.7,47835.454545454544,0
108,117,78577,TX,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County,8.123118941147652,6.8,28240.18181818182,0
109,118,78641,TX,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,1.006373608995747,1.3,62855.0,0
110,119,93535,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,12.128915914574092,3.1,38834.36363636364,0
111,120,77459,TX,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2.87822791613418,2.5,81120.27272727272,0
112,121,10469,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,24.68724907546661,1.3,40554.63636363636,0
113,122,10029,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1.944862357247353,0.4,52160.545454545456,0
114,123,92704,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,4.826882043347359,3.2,69213.18181818182,0
116,125,11218,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,6.347024034335531,0.9,61120.454545454544,0
117,126,75035,TX,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Collin County,3.5983797290686157,3.9,84803.09090909091,0
118,127,11212,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,9.956539351603244,0.9,26719.81818181818,0
119,128,10462,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,9.1465224425844,1.2,44986.181818181816,0
120,129,91335,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3.3377017862827865,3.1,52247.545454545456,0
121,130,27610,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,4.165387945986924,5.1,43800.09090909091,0
122,131,60634,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,14.461947550613896,2.2,46692.0,0
124,133,94533,CA,CA,Fairfield,"Vallejo, CA",Solano County,0.8235515614254612,1.7,51994.81818181818,0
125,134,28027,NC,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,0.0405751586907581,5.2,49960.36363636364,0
126,135,34787,FL,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County,3.5374525394129246,4.4,50908.36363636364,0
127,136,87121,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,6.720059613939862,5.3,40368.181818181816,0
128,137,76244,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1.011284576535558,3.6,77186.63636363637,0
129,138,77083,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1.690088816668024,2.9,44219.545454545456,0
130,139,10002,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,0.6670915937976104,0.1,63380.36363636364,0
131,140,23464,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,6.675991638972205,3.3,55441.63636363636,0
132,141,76063,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1.9623092688722303,3.5,63668.09090909091,0
134,143,11375,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,9.900962110346429,-0.1,70283.72727272728,0
135,145,98052,WA,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,-2.585605150390398,4.0,96134.81818181818,0
136,146,34953,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,6.426830508036232,5.7,49361.63636363636,0
137,147,33024,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.811833349563493,5.7,46209.0,0
139,149,75002,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,2.026939153248929,3.8,74772.81818181818,0
140,150,79912,TX,TX,El Paso,"El Paso, TX",El Paso County,3.15981285356192,3.3,55482.72727272727,0
141,151,93536,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5.611302457373996,2.8,61897.90909090909,0
142,152,91709,CA,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1.9695547200797996,4.6,71012.72727272728,0
143,153,91910,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,0.0366153183563828,4.1,49056.72727272727,0
144,154,98012,WA,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2.5479848677384123,4.0,73990.45454545454,0
145,155,94513,CA,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2.947288876681762,0.5,67713.72727272728,0
148,158,75211,TX,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County,2.4226956590328195,4.2,39519.36363636364,0
149,159,85225,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-0.7458570912915264,5.2,55360.63636363636,0
150,160,30040,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,1.4853907666778,5.8,60350.36363636364,0
151,161,93727,CA,CA,Fresno,"Fresno, CA",Fresno County,3.5166007643699637,3.5,40347.27272727273,0
152,162,89108,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-3.3583478630544388,3.5,42391.0,0
153,165,22191,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,1.4069206544704356,1.7,81118.18181818182,0
154,166,92126,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.3484001008215305,4.8,83922.90909090909,0
156,168,30041,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,3.6476564643673313,5.7,64669.90909090909,0
157,169,76028,TX,TX,Burleson,"Dallas-Fort Worth-Arlington, TX",Johnson County,1.6132655786701164,3.5,53393.545454545456,0
158,170,30052,GA,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,0.9846303453634044,5.4,49372.63636363636,0
159,171,80013,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,0.5361458044058681,3.1,62436.72727272727,0
160,172,11215,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,3.985626361088591,0.4,100968.90909090907,0
161,173,75228,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,6.511578614797152,4.2,41586.81818181818,0
162,174,20002,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,1.9810756736725077,0.8,86639.27272727272,0
163,175,63376,MO,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,0.3326344967297811,3.2,52640.90909090909,0
164,176,37211,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,-1.689933874195914,3.7,50408.63636363636,3
165,177,60085,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,6.859867773773454,3.5,38803.63636363636,0
166,178,76179,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,3.2715608387395125,3.5,66014.72727272728,0
167,179,77407,TX,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2.944186995545192,2.9,74891.54545454546,0
168,180,60657,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,8.412567890650449,2.2,90692.45454545454,0
169,181,30047,GA,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,1.542262987565569,5.9,49235.09090909091,0
170,182,33025,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2.5157981718255416,5.3,47295.181818181816,0
171,183,10463,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,3.956010393999423,0.9,58457.545454545456,0
172,184,33311,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.168718297047977,6.1,36581.09090909091,0
173,185,96797,HI,HI,Waipahu,"Urban Honolulu, HI",Honolulu County,7.547291353968748,1.4,60006.72727272727,0
174,186,83646,ID,ID,Meridian,"Boise City, ID",Ada County,-1.5097726330491898,5.2,51016.36363636364,6
175,187,92553,CA,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,-0.8791394288871808,5.1,37752.72727272727,0
176,188,11209,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,5.759208723659525,-0.1,66403.36363636363,0
177,189,84043,UT,UT,Lehi,"Provo-Orem, UT",Utah County,3.408800926338041,4.4,60746.0,0
178,190,14850,NY,NY,Ithaca,"Ithaca, NY",Tompkins County,11.74478657958071,3.1,44611.0,0
179,191,93306,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,3.620666500591495,4.6,45912.63636363636,0
180,192,80015,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County,4.40741335352818,3.0,62946.36363636364,0
181,193,77095,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,3.4309446377985804,2.6,72580.27272727272,0
182,194,93230,CA,CA,Hanford,"Hanford-Corcoran, CA",Kings County,11.010151326247458,4.1,52402.36363636364,0
183,195,30127,GA,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,4.963853465278169,5.1,58718.09090909091,0
184,196,28277,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2.1600010016596705,5.1,76543.36363636363,0
185,197,77845,TX,TX,College Station,"College Station-Bryan, TX",Brazos County,4.952005846653401,1.0,48406.81818181818,0
186,198,89031,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1.173645876483053,3.3,56583.545454545456,0
187,199,20906,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2.996626716078948,1.2,66662.27272727272,0
189,201,95747,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,-0.0609512065243105,1.8,69316.18181818182,0
190,202,94536,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,0.3169854920577994,1.1,75911.27272727272,0
191,203,92563,CA,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,1.143439929876796,5.3,62615.545454545456,0
192,204,45011,OH,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County,6.895703051114409,4.4,45360.454545454544,0
193,205,97229,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,-1.1007871575800467,2.1,69315.0,0
195,207,92105,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.342392934351758,4.0,42000.63636363636,0
196,208,60614,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,8.834451901329418,1.9,97730.18181818182,0
197,209,92021,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.772665627617593,4.0,45185.181818181816,0
198,210,91730,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,0.738075434442889,4.6,63269.454545454544,0
199,211,60620,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1.9433889693376265,2.1,31391.0,0
200,212,33023,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,5.463471526923413,5.8,38584.72727272727,0
201,213,94110,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,-0.6087698463127691,-0.4,131775.0909090909,0
202,214,85364,AZ,AZ,Yuma,"Yuma, AZ",Yuma County,2.24591796096442,6.0,39587.09090909091,0
204,217,11213,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2.9459180715778808,1.2,41634.545454545456,0
205,218,47906,IN,IN,West Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,6.077808218483378,4.7,32060.454545454544,0
206,219,94509,CA,CA,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,-0.8142389560478392,0.7,51269.36363636364,0
207,220,93065,CA,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,3.4605667414439503,2.4,74470.36363636363,0
208,221,95687,CA,CA,Vacaville,"Vallejo, CA",Solano County,-0.9732375471800536,1.6,60370.454545454544,0
209,222,11201,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,4.340328620885278,0.0,114673.90909090907,0
210,223,92882,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,0.658370407533662,5.3,57295.09090909091,0
211,224,7305,NJ,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,6.081099798636886,1.3,55398.36363636364,0
212,225,19124,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,4.856819520894392,4.0,32784.27272727273,1
213,226,94558,CA,CA,Napa,"Napa, CA",Napa County,2.959260242231597,2.5,73476.72727272728,0
214,227,94538,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,-2.9739874396455224,0.9,83320.27272727272,0
215,228,37075,TN,TN,Hendersonville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,0.4463933313870004,3.6,47827.72727272727,9
217,230,92805,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3.560538872187908,3.2,60018.63636363636,0
218,231,78254,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1.841147071179832,3.0,62398.181818181816,0
219,232,60641,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,5.799350680733266,2.5,49463.63636363636,0
220,234,33012,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,8.729934610860884,5.3,24491.90909090909,0
221,235,33015,FL,FL,Country Club,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,8.137132151428892,4.9,41224.0,0
222,236,90631,CA,CA,La Habra,"Los Angeles-Long Beach-Anaheim, CA",Orange County,4.447218179823658,3.6,62749.81818181818,0
223,237,80134,CO,CO,Parker,"Denver-Aurora-Lakewood, CO",Douglas County,2.188103152696759,2.7,77187.36363636363,0
224,238,33186,FL,FL,The Crossings,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,3.305169922023945,5.1,51845.63636363636,0
225,239,30281,GA,GA,Stockbridge,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,-0.5332506443022128,5.4,45607.63636363636,0
226,240,28078,NC,NC,Huntersville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,3.11336201232466,5.1,65542.63636363637,0
227,241,60640,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,7.1310660111356245,2.6,56851.36363636364,0
228,242,32218,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,1.7854713562135711,4.5,41548.36363636364,0
229,243,85032,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,0.2975643855916359,5.4,50707.09090909091,0
230,244,33647,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,-0.4004948417876109,5.3,63100.27272727273,7
231,246,17603,PA,PA,Lancaster,"Lancaster, PA",Lancaster County,7.363281271731258,4.5,44197.0,0
